,a,b,c
70670,406,1202,3
70671,498,179,4
70672,805,472,2
70673,890,657,5
70674,429,1139,2
70675,122,519,4
70676,890,604,5
70677,320,1091,4
70678,896,179,2
70679,214,223,3
70680,380,179,3
70681,392,316,5
70682,327,340,4
70683,716,229,3
70684,57,144,3
70685,758,64,5
70686,518,7,3
70687,796,797,3
70688,479,169,5
70689,405,726,1
70690,299,319,3
70691,707,458,3
70692,449,462,5
70693,13,709,4
70694,693,99,3
70695,234,792,4
70696,308,7,4
70697,181,831,1
70698,612,117,4
70699,151,603,5
70700,606,326,4
70701,515,258,4
70702,633,651,3
70703,655,435,2
70704,621,257,5
70705,144,651,4
70706,416,96,4
70707,782,1663,2
70708,492,187,5
70709,455,65,3
70710,312,945,5
70711,132,100,4
70712,833,273,3
70713,706,1,4
70714,769,1011,3
70715,374,179,1
70716,936,547,5
70717,898,683,3
70718,201,607,4
70719,810,331,4
70720,648,154,5
70721,521,108,3
70722,830,230,3
70723,99,120,2
70724,658,127,5
70725,387,22,5
70726,855,529,4
70727,913,234,4
70728,71,6,3
70729,643,385,3
70730,327,152,3
70731,666,546,4
70732,681,539,4
70733,387,223,5
70734,711,132,5
70735,578,246,2
70736,389,629,2
70737,601,15,1
70738,50,319,5
70739,437,778,3
70740,704,58,3
70741,246,81,5
70742,933,72,3
70743,701,237,5
70744,790,451,3
70745,916,151,3
70746,405,1583,1
70747,151,31,3
70748,338,514,5
70749,727,257,2
70750,561,1149,4
70751,23,449,2
70752,197,333,2
70753,568,303,4
70754,877,475,4
70755,741,1152,3
70756,478,318,5
70757,425,690,1
70758,669,172,3
70759,721,755,4
70760,456,1218,3
70761,618,97,5
70762,533,660,5
70763,201,923,3
70764,457,97,5
70765,240,895,5
70766,566,772,4
70767,851,331,3
70768,83,411,2
70769,923,257,5
70770,339,5,3
70771,715,205,5
70772,583,286,4
70773,325,58,3
70774,221,121,2
70775,548,924,3
70776,870,641,4
70777,117,184,3
70778,85,1166,4
70779,908,111,3
70780,916,678,2
70781,536,727,3
70782,804,40,3
70783,864,275,4
70784,790,15,5
70785,59,243,1
70786,940,98,4
70787,119,931,1
70788,407,565,3
70789,301,82,5
70790,504,418,3
70791,582,237,3
70792,340,520,5
70793,234,119,3
70794,896,542,3
70795,753,359,4
70796,474,518,4
70797,515,292,3
70798,922,235,2
70799,612,864,4
70800,538,79,4
70801,921,125,3
70802,773,1252,4
70803,889,451,3
70804,651,292,2
70805,870,168,4
70806,395,98,5
70807,652,288,2
70808,201,471,2
70809,510,299,3
70810,864,471,5
70811,441,288,2
70812,459,1051,3
70813,337,151,5
70814,104,678,2
70815,671,62,5
70816,360,304,4
70817,233,70,5
70818,286,216,4
70819,641,511,5
70820,551,596,5
70821,31,1020,3
70822,540,220,3
70823,774,118,1
70824,846,48,5
70825,583,195,4
70826,334,196,4
70827,679,721,3
70828,894,284,3
70829,490,286,2
70830,682,660,2
70831,276,197,5
70832,416,597,3
70833,648,379,1
70834,465,132,4
70835,543,385,3
70836,756,566,4
70837,195,47,5
70838,158,161,2
70839,109,568,5
70840,654,332,4
70841,384,878,4
70842,354,660,3
70843,485,346,4
70844,379,203,4
70845,416,319,5
70846,639,1465,2
70847,787,288,1
70848,254,665,2
70849,720,269,3
70850,95,671,3
70851,351,289,5
70852,833,546,2
70853,943,172,4
70854,579,66,4
70855,542,90,4
70856,448,286,2
70857,550,301,2
70858,178,729,4
70859,565,923,4
70860,821,1,5
70861,588,268,5
70862,881,286,2
70863,399,95,3
70864,717,240,2
70865,846,1004,3
70866,498,806,3
70867,650,187,2
70868,790,284,4
70869,463,1060,2
70870,378,496,3
70871,87,472,4
70872,738,197,4
70873,532,187,4
70874,658,844,3
70875,682,232,3
70876,518,370,4
70877,721,262,3
70878,373,571,1
70879,588,356,4
70880,707,311,4
70881,89,236,5
70882,472,228,5
70883,753,181,3
70884,749,50,5
70885,458,283,5
70886,520,274,3
70887,792,471,4
70888,800,125,3
70889,354,216,3
70890,942,969,4
70891,889,87,4
70892,504,693,4
70893,545,161,4
70894,764,275,4
70895,417,809,3
70896,86,259,4
70897,916,568,4
70898,222,451,3
70899,169,213,5
70900,577,240,3
70901,796,22,4
70902,741,781,4
70903,856,313,5
70904,625,602,3
70905,503,430,5
70906,636,740,4
70907,758,229,3
70908,291,582,4
70909,164,472,5
70910,535,699,4
70911,896,92,1
70912,896,1119,3
70913,648,5,4
70914,761,508,1
70915,900,618,4
70916,505,190,4
70917,491,127,3
70918,454,1,3
70919,605,275,4
70920,311,392,5
70921,592,418,4
70922,41,188,4
70923,64,203,4
70924,463,253,5
70925,140,304,4
70926,13,62,5
70927,472,288,5
70928,880,109,4
70929,774,947,2
70930,930,121,4
70931,641,336,3
70932,121,127,5
70933,84,117,4
70934,451,682,4
70935,303,725,1
70936,476,239,4
70937,211,9,3
70938,804,209,3
70939,645,664,4
70940,10,663,3
70941,773,386,3
70942,442,276,4
70943,28,588,3
70944,625,528,3
70945,639,170,4
70946,14,523,4
70947,328,270,2
70948,805,772,3
70949,588,1428,5
70950,457,238,5
70951,224,239,4
70952,833,1335,2
70953,480,89,4
70954,572,121,2
70955,687,288,4
70956,934,624,4
70957,196,269,3
70958,32,742,3
70959,463,477,2
70960,823,160,4
70961,606,816,2
70962,883,461,5
70963,311,76,4
70964,629,241,5
70965,387,516,3
70966,776,525,2
70967,373,435,4
70968,230,100,4
70969,712,739,4
70970,486,242,4
70971,417,473,2
70972,804,211,4
70973,788,568,3
70974,94,1219,4
70975,774,511,3
70976,559,587,4
70977,391,69,4
70978,709,218,4
70979,805,382,4
70980,626,680,1
70981,453,412,2
70982,1,11,2
70983,898,315,5
70984,804,63,4
70985,665,92,4
70986,110,802,3
70987,524,161,4
70988,619,62,1
70989,840,22,3
70990,782,1241,2
70991,363,854,1
70992,533,221,3
70993,312,463,5
70994,148,189,4
70995,239,634,4
70996,708,21,1
70997,157,313,5
70998,655,558,4
70999,535,185,4
71000,270,584,5
71001,567,498,4
71002,399,364,4
71003,293,809,2
71004,707,297,3
71005,332,769,3
71006,295,143,4
71007,152,423,5
71008,560,100,5
71009,500,639,4
71010,246,1135,1
71011,394,172,4
71012,712,191,3
71013,486,1598,5
71014,548,525,5
71015,417,5,4
71016,401,632,4
71017,435,1228,2
71018,59,584,4
71019,707,716,2
71020,6,465,1
71021,299,89,5
71022,707,100,5
71023,232,4,4
71024,693,185,5
71025,234,702,2
71026,255,872,4
71027,474,193,4
71028,326,1126,2
71029,758,242,3
71030,649,291,5
71031,557,58,4
71032,393,125,4
71033,206,346,5
71034,358,855,3
71035,363,699,2
71036,56,161,4
71037,130,888,3
71038,826,397,3
71039,864,476,2
71040,206,1175,1
71041,132,286,3
71042,425,300,2
71043,833,447,5
71044,796,293,5
71045,464,326,4
71046,7,590,2
71047,414,258,5
71048,104,237,3
71049,178,588,4
71050,655,226,3
71051,233,527,5
71052,902,497,5
71053,551,13,1
71054,886,56,4
71055,663,318,4
71056,459,125,4
71057,521,202,3
71058,727,588,4
71059,881,530,5
71060,830,173,4
71061,392,50,5
71062,805,545,1
71063,32,9,3
71064,749,148,3
71065,108,284,3
71066,18,52,5
71067,327,66,3
71068,735,321,3
71069,682,95,5
71070,223,125,3
71071,900,458,2
71072,707,630,3
71073,883,399,5
71074,756,135,2
71075,435,101,3
71076,308,285,5
71077,716,178,5
71078,642,1037,2
71079,536,568,4
71080,919,271,4
71081,872,268,1
71082,8,241,4
71083,407,219,4
71084,932,480,5
71085,524,1065,1
71086,874,313,3
71087,621,235,3
71088,342,1012,4
71089,326,393,4
71090,734,282,4
71091,786,281,4
71092,222,78,1
71093,95,196,4
71094,577,77,3
71095,314,1053,5
71096,409,499,3
71097,796,233,4
71098,579,523,3
71099,419,89,3
71100,178,144,4
71101,344,216,4
71102,805,117,3
71103,383,89,3
71104,293,161,2
71105,648,432,5
71106,904,794,4
71107,104,1028,2
71108,249,93,4
71109,122,469,5
71110,850,153,4
71111,325,208,3
71112,622,542,2
71113,606,99,4
71114,831,300,3
71115,2,277,4
71116,899,1,3
71117,115,644,3
71118,334,678,3
71119,11,577,3
71120,908,209,3
71121,691,227,4
71122,486,813,5
71123,13,435,5
71124,417,810,3
71125,110,905,3
71126,655,1265,3
71127,194,661,5
71128,790,213,3
71129,663,89,4
71130,315,183,3
71131,481,163,4
71132,640,239,5
71133,391,378,3
71134,174,126,5
71135,429,282,3
71136,197,39,2
71137,642,468,3
71138,93,118,3
71139,758,619,4
71140,757,31,4
71141,620,563,5
71142,462,181,4
71143,796,685,4
71144,892,1224,4
71145,774,204,3
71146,450,1041,4
71147,567,212,2
71148,789,276,5
71149,552,932,3
71150,865,118,1
71151,314,1012,4
71152,7,443,5
71153,279,566,4
71154,429,485,3
71155,850,79,5
71156,514,13,3
71157,823,53,5
71158,537,468,2
71159,115,192,5
71160,813,342,1
71161,334,98,4
71162,447,257,3
71163,548,252,3
71164,253,82,3
71165,825,593,3
71166,608,79,5
71167,456,172,5
71168,276,415,3
71169,479,752,3
71170,426,524,4
71171,625,546,2
71172,543,59,4
71173,746,181,5
71174,608,64,4
71175,875,603,4
71176,513,252,5
71177,896,228,5
71178,181,358,2
71179,825,932,3
71180,95,1116,4
71181,106,495,4
71182,561,200,4
71183,862,546,4
71184,796,1041,5
71185,239,162,5
71186,379,405,3
71187,870,47,3
71188,676,751,4
71189,646,678,3
71190,533,98,4
71191,896,299,1
71192,683,317,4
71193,767,921,5
71194,653,161,4
71195,669,354,1
71196,542,240,3
71197,210,393,3
71198,618,282,3
71199,355,1392,4
71200,323,186,4
71201,674,282,5
71202,90,211,5
71203,399,241,4
71204,885,662,3
71205,648,675,2
71206,846,778,4
71207,486,292,4
71208,265,245,4
71209,85,476,3
71210,537,47,4
71211,782,333,3
71212,802,436,4
71213,654,1165,1
71214,380,168,4
71215,532,29,3
71216,788,135,3
71217,676,892,4
71218,313,225,4
71219,721,172,5
71220,943,449,1
71221,479,180,4
71222,850,584,4
71223,148,521,1
71224,13,672,1
71225,843,657,3
71226,271,88,4
71227,679,111,3
71228,536,199,3
71229,405,1110,1
71230,151,566,3
71231,699,181,3
71232,589,326,1
71233,778,268,2
71234,63,282,1
71235,862,520,4
71236,764,117,5
71237,303,363,1
71238,694,178,4
71239,456,508,4
71240,109,72,5
71241,365,222,4
71242,863,355,4
71243,222,377,1
71244,939,275,4
71245,632,735,4
71246,806,856,5
71247,155,288,3
71248,11,176,3
71249,247,222,3
71250,632,144,4
71251,782,255,4
71252,344,487,5
71253,758,195,5
71254,426,435,3
71255,293,402,2
71256,379,474,5
71257,60,483,5
71258,830,203,4
71259,708,1079,1
71260,363,1073,4
71261,804,529,4
71262,694,1126,5
71263,530,255,4
71264,235,655,4
71265,92,780,3
71266,643,420,4
71267,327,183,3
71268,592,332,3
71269,41,474,5
71270,387,226,3
71271,705,99,3
71272,479,264,3
71273,724,895,4
71274,601,50,5
71275,588,25,4
71276,910,210,4
71277,804,625,3
71278,640,1010,3
71279,745,168,3
71280,747,923,5
71281,642,1152,5
71282,38,313,5
71283,488,136,4
71284,405,1546,1
71285,559,233,3
71286,815,83,4
71287,250,179,4
71288,303,943,2
71289,694,72,4
71290,326,4,1
71291,476,433,4
71292,641,124,4
71293,296,55,5
71294,796,1042,4
71295,425,853,4
71296,457,1119,4
71297,342,1070,3
71298,178,7,4
71299,589,286,3
71300,699,1643,3
71301,224,329,3
71302,97,189,4
71303,857,328,3
71304,23,173,5
71305,194,1041,2
71306,721,457,3
71307,429,150,5
71308,883,1,3
71309,897,588,4
71310,92,368,1
71311,532,917,4
71312,537,741,2
71313,645,658,4
71314,371,443,4
71315,334,301,2
71316,207,33,2
71317,525,124,3
71318,283,625,3
71319,417,679,2
71320,624,313,5
71321,684,210,3
71322,650,482,3
71323,897,402,5
71324,790,96,3
71325,663,466,3
71326,352,92,3
71327,225,194,5
71328,723,191,3
71329,555,489,5
71330,301,109,5
71331,361,258,3
71332,234,16,2
71333,197,172,5
71334,379,1113,4
71335,934,423,3
71336,689,328,5
71337,384,327,4
71338,921,96,4
71339,704,272,5
71340,916,684,3
71341,305,251,5
71342,125,474,3
71343,141,597,4
71344,715,944,2
71345,699,23,4
71346,58,405,2
71347,21,15,4
71348,828,753,4
71349,209,181,4
71350,851,336,4
71351,848,214,5
71352,416,468,5
71353,943,672,5
71354,747,483,5
71355,620,627,5
71356,270,742,2
71357,897,8,3
71358,182,50,5
71359,332,619,3
71360,586,720,4
71361,703,628,4
71362,885,625,3
71363,758,737,3
71364,318,722,4
71365,85,813,4
71366,802,135,4
71367,608,218,4
71368,661,64,4
71369,95,1227,2
71370,112,937,4
71371,59,658,4
71372,6,127,5
71373,209,1,5
71374,865,7,5
71375,45,411,3
71376,566,235,3
71377,488,200,2
71378,566,71,2
71379,896,127,5
71380,181,235,1
71381,642,623,4
71382,347,159,4
71383,204,316,4
71384,641,192,4
71385,354,753,5
71386,176,293,5
71387,416,276,3
71388,790,1183,2
71389,807,393,4
71390,476,1180,3
71391,727,105,1
71392,405,548,1
71393,738,951,2
71394,208,86,2
71395,595,546,4
71396,542,127,5
71397,577,200,3
71398,682,895,4
71399,416,302,5
71400,450,15,3
71401,323,295,3
71402,217,808,2
71403,659,474,2
71404,113,975,5
71405,905,333,3
71406,422,307,4
71407,385,664,3
71408,650,132,4
71409,864,24,5
71410,892,87,5
71411,267,732,4
71412,622,184,5
71413,659,174,4
71414,454,606,2
71415,327,484,3
71416,147,898,5
71417,863,538,2
71418,668,288,4
71419,373,550,3
71420,839,866,2
71421,119,70,3
71422,587,914,4
71423,766,52,4
71424,339,1267,3
71425,52,13,5
71426,630,819,3
71427,398,49,3
71428,181,687,1
71429,458,484,5
71430,792,508,2
71431,151,971,5
71432,883,154,4
71433,545,132,4
71434,834,300,3
71435,621,401,1
71436,535,1170,3
71437,854,8,5
71438,130,578,5
71439,826,679,2
71440,823,96,4
71441,886,799,1
71442,298,284,4
71443,616,303,4
71444,65,63,2
71445,835,591,4
71446,798,577,2
71447,692,204,5
71448,655,504,5
71449,752,351,3
71450,291,685,5
71451,588,941,5
71452,551,315,5
71453,535,662,3
71454,293,7,3
71455,782,894,2
71456,847,716,3
71457,445,460,2
71458,429,583,3
71459,505,161,3
71460,468,19,4
71461,836,322,2
71462,522,11,4
71463,606,281,4
71464,643,273,3
71465,311,423,5
71466,94,77,3
71467,650,196,4
71468,334,1020,4
71469,495,1046,5
71470,804,1140,3
71471,541,402,3
71472,924,286,3
71473,87,1180,3
71474,911,176,4
71475,682,550,2
71476,269,111,1
71477,610,183,4
71478,59,423,5
71479,734,121,4
71480,829,151,4
71481,61,269,3
71482,444,251,5
71483,407,993,4
71484,586,228,3
71485,561,1229,1
71486,377,200,5
71487,875,185,4
71488,785,209,3
71489,70,101,3
71490,453,99,3
71491,674,222,3
71492,757,181,3
71493,886,475,5
71494,870,1020,3
71495,393,1224,3
71496,643,172,5
71497,321,529,4
71498,231,50,4
71499,268,56,4
71500,328,275,4
71501,588,625,3
71502,457,241,3
71503,918,70,3
71504,81,717,2
71505,406,170,3
71506,634,275,3
71507,173,245,4
71508,46,125,4
71509,429,11,4
71510,797,1023,3
71511,286,428,5
71512,270,1073,5
71513,514,211,3
71514,703,50,5
71515,664,764,4
71516,460,1067,4
71517,115,922,3
71518,920,268,3
71519,903,25,4
71520,562,231,1
71521,410,328,3
71522,230,121,4
71523,654,751,3
71524,663,69,4
71525,798,143,5
71526,804,184,5
71527,788,549,4
71528,534,1,5
71529,659,489,4
71530,186,243,2
71531,59,99,4
71532,442,89,4
71533,405,83,1
71534,863,329,2
71535,398,427,4
71536,580,455,4
71537,844,403,3
71538,301,226,5
71539,619,363,2
71540,896,398,2
71541,453,423,4
71542,1,46,4
71543,934,297,5
71544,665,71,4
71545,486,1369,3
71546,243,111,4
71547,704,491,5
71548,79,285,5
71549,124,195,4
71550,393,644,3
71551,727,385,3
71552,621,894,1
71553,215,237,4
71554,72,69,4
71555,471,71,3
71556,291,293,5
71557,662,276,3
71558,298,523,4
71559,846,549,4
71560,922,229,4
71561,263,315,4
71562,157,340,5
71563,450,478,5
71564,747,604,5
71565,620,742,5
71566,180,747,4
71567,567,489,5
71568,703,100,4
71569,293,820,2
71570,537,174,3
71571,385,425,3
71572,83,871,2
71573,560,121,3
71574,484,161,4
71575,546,164,4
71576,896,200,4
71577,177,527,4
71578,622,395,2
71579,401,659,3
71580,788,89,5
71581,94,800,3
71582,555,318,4
71583,313,63,4
71584,684,218,1
71585,43,226,3
71586,6,490,5
71587,588,143,5
71588,66,257,3
71589,721,135,3
71590,301,678,2
71591,804,1047,3
71592,566,210,4
71593,345,462,5
71594,308,198,3
71595,655,393,2
71596,474,234,5
71597,536,97,3
71598,497,187,5
71599,151,664,5
71600,354,516,5
71601,116,603,3
71602,561,1010,3
71603,627,528,4
71604,393,64,4
71605,303,461,4
71606,506,699,4
71607,379,187,5
71608,807,29,4
71609,289,151,2
71610,660,898,4
71611,533,380,4
71612,937,515,5
71613,95,815,3
71614,886,558,3
71615,298,79,5
71616,579,210,3
71617,7,613,4
71618,526,1007,3
71619,618,628,2
71620,503,26,2
71621,655,137,4
71622,413,270,4
71623,694,673,4
71624,602,50,5
71625,521,173,4
71626,881,401,1
71627,62,15,2
71628,523,523,3
71629,228,275,3
71630,85,246,4
71631,778,755,2
71632,251,210,4
71633,749,175,3
71634,198,447,4
71635,864,95,5
71636,553,604,5
71637,493,881,1
71638,721,406,1
71639,43,686,3
71640,753,134,4
71641,601,840,2
71642,428,988,1
71643,939,274,5
71644,587,301,3
71645,435,8,3
71646,716,143,5
71647,437,602,3
71648,790,781,4
71649,98,210,4
71650,848,739,5
71651,710,887,2
71652,778,550,4
71653,913,408,5
71654,250,9,2
71655,303,1,5
71656,160,497,4
71657,358,1524,5
71658,363,282,2
71659,400,288,4
71660,312,684,5
71661,296,209,4
71662,95,227,2
71663,577,96,4
71664,886,234,3
71665,833,30,4
71666,521,8,3
71667,563,181,4
71668,798,731,3
71669,178,237,4
71670,450,582,4
71671,602,9,4
71672,527,59,5
71673,58,823,1
71674,203,258,3
71675,648,405,4
71676,880,790,3
71677,406,485,3
71678,724,352,1
71679,194,1207,1
71680,682,87,5
71681,249,64,5
71682,800,304,3
71683,620,465,4
71684,16,367,3
71685,749,755,4
71686,606,132,5
71687,532,879,3
71688,456,433,4
71689,773,72,3
71690,629,301,3
71691,666,729,4
71692,345,81,4
71693,705,373,3
71694,373,239,3
71695,601,260,4
71696,618,196,4
71697,13,398,2
71698,425,198,4
71699,655,786,2
71700,881,7,4
71701,91,1126,1
71702,573,182,4
71703,336,859,2
71704,506,510,5
71705,889,1,3
71706,301,403,4
71707,174,99,3
71708,488,678,2
71709,875,50,5
71710,912,56,2
71711,70,208,4
71712,552,111,3
71713,130,29,3
71714,938,476,4
71715,757,58,3
71716,577,684,4
71717,921,222,5
71718,923,472,4
71719,796,586,3
71720,637,596,2
71721,547,340,4
71722,305,33,3
71723,268,179,4
71724,487,313,3
71725,645,183,4
71726,254,28,4
71727,201,144,4
71728,588,1508,3
71729,519,682,1
71730,187,69,4
71731,374,1217,2
71732,210,94,4
71733,592,147,4
71734,874,137,4
71735,927,385,4
71736,815,380,3
71737,567,190,4
71738,325,319,3
71739,882,25,2
71740,865,744,4
71741,438,118,4
71742,385,122,3
71743,863,751,4
71744,576,275,3
71745,650,550,3
71746,758,527,5
71747,816,258,3
71748,101,280,3
71749,758,288,4
71750,447,748,1
71751,638,241,3
71752,486,322,2
71753,343,463,4
71754,751,434,4
71755,456,177,4
71756,872,905,4
71757,716,1047,3
71758,276,388,2
71759,495,240,4
71760,668,902,2
71761,86,328,2
71762,707,952,3
71763,543,70,4
71764,655,1208,3
71765,878,474,5
71766,303,1273,2
71767,896,281,2
71768,769,13,4
71769,128,179,3
71770,437,183,3
71771,109,1210,3
71772,607,847,4
71773,354,855,4
71774,63,813,5
71775,637,408,5
71776,643,423,4
71777,902,515,5
71778,766,228,3
71779,660,209,4
71780,533,77,4
71781,503,479,4
71782,58,175,5
71783,21,281,2
71784,846,792,4
71785,300,288,4
71786,466,568,3
71787,804,520,4
71788,307,708,4
71789,881,143,5
71790,346,98,2
71791,399,156,3
71792,796,216,5
71793,840,653,5
71794,869,118,1
71795,392,326,2
71796,631,1527,2
71797,387,229,2
71798,87,153,5
71799,200,483,5
71800,592,253,1
71801,880,1093,3
71802,518,236,3
71803,405,668,1
71804,320,760,3
71805,796,95,4
71806,216,569,3
71807,488,318,4
71808,472,931,2
71809,308,73,3
71810,806,504,4
71811,883,213,2
71812,882,82,5
71813,82,1059,1
71814,702,313,5
71815,868,1,4
71816,635,886,4
71817,483,229,3
71818,545,98,5
71819,848,501,3
71820,160,192,5
71821,416,58,5
71822,782,1669,2
71823,310,1142,5
71824,663,125,3
71825,455,123,3
71826,201,1128,4
71827,593,286,5
71828,21,989,3
71829,5,440,1
71830,155,327,2
71831,851,930,3
71832,194,483,4
71833,639,727,2
71834,655,18,3
71835,747,1045,4
71836,397,318,4
71837,881,27,3
71838,330,739,5
71839,293,509,3
71840,611,334,5
71841,521,90,2
71842,666,1045,4
71843,642,588,5
71844,800,15,4
71845,577,117,4
71846,288,211,5
71847,198,298,1
71848,915,302,4
71849,932,487,3
71850,493,742,3
71851,941,147,4
71852,297,11,4
71853,907,185,4
71854,43,539,3
71855,320,164,4
71856,728,289,3
71857,13,895,1
71858,308,653,5
71859,552,1315,3
71860,87,781,5
71861,294,872,4
71862,151,209,4
71863,829,1,4
71864,796,810,3
71865,815,190,5
71866,835,685,4
71867,451,875,2
71868,896,1004,2
71869,469,510,4
71870,363,151,4
71871,524,582,3
71872,718,815,4
71873,130,300,5
71874,423,1265,4
71875,788,153,3
71876,501,13,4
71877,916,781,3
71878,549,127,5
71879,307,380,3
71880,805,197,5
71881,588,731,2
71882,640,313,5
71883,846,739,4
71884,828,170,3
71885,504,972,3
71886,44,633,3
71887,937,300,4
71888,210,657,4
71889,339,79,4
71890,212,199,5
71891,468,297,4
71892,641,969,4
71893,749,616,3
71894,430,436,4
71895,145,762,3
71896,18,520,4
71897,457,471,4
71898,666,428,3
71899,885,88,4
71900,297,455,4
71901,500,250,4
71902,624,286,5
71903,790,69,1
71904,59,205,3
71905,405,425,2
71906,82,230,2
71907,536,582,2
71908,174,238,5
71909,158,659,5
71910,527,213,4
71911,414,313,4
71912,197,183,5
71913,642,68,3
71914,933,79,3
71915,697,1047,3
71916,130,144,5
71917,349,284,5
71918,757,399,3
71919,651,286,4
71920,524,96,4
71921,282,343,4
71922,690,376,3
71923,379,729,4
71924,305,222,2
71925,72,191,5
71926,540,405,3
71927,699,10,4
71928,847,685,2
71929,23,588,4
71930,618,214,2
71931,671,96,5
71932,874,124,4
71933,747,262,5
71934,710,654,4
71935,90,527,5
71936,452,170,4
71937,606,591,3
71938,883,198,5
71939,846,510,4
71940,901,395,3
71941,244,276,5
71942,675,242,4
71943,527,1149,4
71944,343,64,5
71945,327,959,5
71946,648,410,2
71947,690,216,4
71948,864,169,5
71949,821,274,5
71950,721,880,3
71951,59,649,4
71952,405,877,1
71953,299,166,4
71954,428,322,4
71955,158,111,4
71956,234,497,4
71957,896,148,2
71958,880,1423,3
71959,589,313,5
71960,536,443,3
71961,904,732,3
71962,24,79,4
71963,559,4,4
71964,574,887,4
71965,506,529,3
71966,416,265,5
71967,289,125,2
71968,660,100,3
71969,826,332,3
71970,807,133,5
71971,918,660,4
71972,388,871,2
71973,194,178,3
71974,655,803,3
71975,863,242,4
71976,821,471,4
71977,551,210,4
71978,399,97,4
71979,293,558,3
71980,648,563,5
71981,99,275,1
71982,429,1438,1
71983,781,100,5
71984,892,76,4
71985,394,419,5
71986,541,756,4
71987,622,157,4
71988,894,902,3
71989,454,627,2
71990,200,622,3
71991,848,42,2
71992,663,1073,3
71993,479,196,4
71994,373,577,1
71995,320,627,4
71996,119,125,5
71997,502,879,3
71998,553,187,5
71999,716,497,3
72000,882,969,5
72001,421,219,3
72002,405,1222,1
72003,591,787,3
72004,460,311,5
72005,268,120,2
72006,264,26,4
72007,868,475,4
72008,532,164,5
72009,109,216,3
72010,476,765,4
72011,291,1047,2
72012,222,265,3
72013,782,890,1
72014,833,164,2
72015,374,196,1
72016,856,323,2
72017,435,473,3
72018,450,748,4
72019,397,435,4
72020,934,154,3
72021,293,98,4
72022,795,402,2
72023,648,79,5
72024,867,69,2
72025,761,458,1
72026,409,211,4
72027,634,678,2
72028,505,132,5
72029,468,1016,3
72030,415,531,5
72031,198,161,3
72032,256,1208,3
72033,862,200,5
72034,311,578,2
72035,94,86,5
72036,387,114,5
72037,500,393,3
72038,601,418,2
72039,92,369,3
72040,253,751,3
72041,336,26,5
72042,472,362,5
72043,456,559,3
72044,329,295,4
72045,59,410,3
72046,599,284,4
72047,294,743,2
72048,903,655,5
72049,433,245,3
72050,211,199,5
72051,174,953,5
72052,476,208,5
72053,340,417,5
72054,838,480,4
72055,416,625,5
72056,236,274,1
72057,130,419,5
72058,836,523,5
72059,95,473,4
72060,478,467,5
72061,455,1136,3
72062,524,855,4
72063,429,203,5
72064,102,431,3
72065,653,53,2
72066,925,816,3
72067,592,1082,3
72068,782,683,1
72069,487,99,4
72070,614,458,4
72071,291,204,4
72072,655,1535,3
72073,878,663,5
72074,653,82,4
72075,224,313,5
72076,536,588,3
72077,595,282,4
72078,406,143,1
72079,279,375,1
72080,345,588,3
72081,581,275,3
72082,339,216,3
72083,286,433,5
72084,69,79,4
72085,325,469,4
72086,844,1099,2
72087,537,661,4
72088,898,316,5
72089,525,123,3
72090,508,181,3
72091,387,718,4
72092,500,77,3
72093,85,1113,2
72094,447,582,4
72095,230,82,5
72096,802,563,3
72097,932,1149,4
72098,343,657,5
72099,783,948,3
72100,658,182,5
72101,663,322,4
72102,760,185,2
72103,497,1077,4
72104,504,503,4
72105,158,798,4
72106,234,160,2
72107,683,350,2
72108,515,347,3
72109,912,520,2
72110,151,1203,5
72111,296,515,5
72112,847,405,3
72113,784,304,4
72114,561,9,4
72115,10,273,4
72116,393,623,3
72117,916,1113,4
72118,374,844,4
72119,291,93,4
72120,713,342,3
72121,648,357,2
72122,815,484,4
72123,782,251,3
72124,789,9,5
72125,148,135,5
72126,21,127,5
72127,632,98,4
72128,782,1658,2
72129,657,294,5
72130,618,93,3
72131,360,357,5
72132,535,166,4
72133,452,285,3
72134,897,184,4
72135,807,405,4
72136,908,488,4
72137,514,169,5
72138,846,69,5
72139,690,496,4
72140,795,1036,2
72141,138,12,5
72142,929,271,2
72143,659,610,3
72144,253,343,4
72145,534,7,4
72146,788,70,4
72147,480,705,4
72148,440,300,3
72149,938,471,3
72150,682,1440,2
72151,59,514,5
72152,479,1013,1
72153,940,137,3
72154,299,19,1
72155,707,174,2
72156,889,170,4
72157,603,449,4
72158,324,742,5
72159,655,8,3
72160,429,15,5
72161,474,23,4
72162,347,271,1
72163,370,100,4
72164,280,324,5
72165,815,732,5
72166,533,934,3
72167,709,127,5
72168,506,676,1
72169,379,158,1
72170,416,132,4
72171,109,265,5
72172,476,1036,2
72173,440,971,5
72174,21,563,2
72175,425,474,4
72176,662,10,4
72177,542,399,2
72178,835,131,5
72179,194,9,4
72180,747,959,5
72181,796,623,3
72182,551,71,4
72183,256,620,3
72184,902,258,3
72185,521,176,4
72186,666,1451,3
72187,442,153,3
72188,890,625,3
72189,128,942,5
72190,452,1204,4
72191,749,202,5
72192,87,423,3
72193,470,277,4
72194,103,255,5
72195,751,652,4
72196,899,527,4
72197,592,11,5
72198,848,165,5
72199,463,596,3
72200,924,202,4
72201,670,482,5
72202,89,7,5
72203,472,185,5
72204,881,29,2
72205,806,226,3
72206,642,1091,4
72207,437,581,1
72208,804,162,2
72209,354,165,4
72210,407,173,5
